X1,occurrenceID,rightsHolder,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordedBy,Source,Date,yearMeasurement,Sex,lifeStage,Department,Municipality,ParamoComplex,Locality,Elevation,decimalLatitude,decimalLongitude,Order,Family,Species,Weight,totalCulmen,exposedCulmen,billDepth,billWidth,gape,wingArea,wingLength,distPrimarySecondary,tailLength,tailShape,Tarsus,Hallux,halluxClaw,Wingspan,Weight_Dunning2008
2230,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN047:0776,UDEA,Preserved specimen,UDEA,MUA,En proceso de catalogacion,Ana Maria Gutierrez,Field,29-Apr-14,2014,Undetermined,Adult,Antioquia,Urrao,Complejo de Paramos Frontino-Urrao (FRU),"Antioquia: Urrao: Vda. El Chuscal, Paramo El Sol",3608,6.485444,-76.109111,Passeriformes,Thraupidae,Diglossa brunneiventris,9,11.46,9.77,4.4,3.05,5.3,NA,58.8,3.13,50.6,3.79,21.26,50.6,NA,NA,12
2231,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:1005,ANDES,Human observation,IAvH,IAvH,Temp-ABM802,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,5-Feb-15,2015,Undetermined,Not registered,Cundinamarca,Guatavita,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guatavita: Vda. Monquentiva, Pantano de Martos",3250,4.895933,-73.76225,Passeriformes,Thraupidae,Diglossa caerulescens,14.5,15.95,12.38,4.6,4.32,8.62,NA,69,11.92,48.88,0,24.51,12.76,NA,NA,14.45
2232,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:356,B&S,Human observation,IAvH,IAvH,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:356,"Carolina Montealegre-Talero, Sergio Chaparro-Herrera",Field,5-Feb-15,2015,Undetermined,Adult,Santander,Gambita,Complejo de Paramos Iguaque-Merchan (IGM),Santander: Gambita: Vda. Chinata,3380,5.835806,-73.197333,Passeriformes,Thraupidae,Diglossa caerulescens,16.32,NA,NA,NA,3.71,9.31,NA,73.19,15.69,NA,4.23,15.54,9.6,NA,178,14.45
2233,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:351,B&S,Human observation,IAvH,IAvH,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:351,"Carolina Montealegre-Talero, Sergio Chaparro-Herrera",Field,5-Feb-15,2015,Undetermined,Adult,Santander,Gambita,Complejo de Paramos Iguaque-Merchan (IGM),Santander: Gambita: Vda. Chinata,3380,5.835806,-73.197333,Passeriformes,Thraupidae,Diglossa caerulescens,13.92,14.16,12.88,4.06,4.16,6.11,NA,66.35,NA,52.96,0,20.15,11.31,NA,170,14.45
2234,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:350,B&S,Human observation,IAvH,IAvH,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:350,"Carolina Montealegre-Talero, Sergio Chaparro-Herrera",Field,5-Feb-15,2015,Undetermined,Adult,Santander,Gambita,Complejo de Paramos Iguaque-Merchan (IGM),Santander: Gambita: Vda. Chinata,3380,5.835806,-73.197333,Passeriformes,Thraupidae,Diglossa caerulescens,15.08,14.22,11.39,4.75,2.95,4.45,NA,64.1,12.88,60.04,2.83,18.45,11.15,NA,175,14.45
2235,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:347,B&S,Human observation,IAvH,IAvH,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:347,"Carolina Montealegre-Talero, Sergio Chaparro-Herrera",Field,2-Feb-15,2015,Undetermined,Adult,Boyaca,Sotaquira,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca: Sotaquira: Vda. Carrizal Bajo,3230,5.831222,-73.194194,Passeriformes,Thraupidae,Diglossa caerulescens,14.9,14.5,12.97,4.15,4.17,6.44,NA,69,9.71,59.41,2.3,21.71,11.89,NA,195,14.45
2236,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0648,IAVH,Human observation,IAvH,IAvH,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0648,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,11-Dec-14,2014,Undetermined,Adult,Boyaca,Pesca,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),"Boyaca: Pesca: Via hacia Rondon y Zetaquira, Vda. La Carbonera",3317,5.457833,-73.117528,Passeriformes,Thraupidae,Diglossa caerulescens,14,14.1,12,4.6,4.1,6.3,NA,74,13,53,NA,23,NA,NA,NA,14.45
2237,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0838,UDEA,Human observation,IAvH,IAvH,NA,Ana Maria Gutierrez,Field,17-May-14,2014,Undetermined,Not registered,Antioquia,Sonson,Complejo de Paramos Sonson (SSN),"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori",3031,5.8116390000000004,-75.268139,Passeriformes,Thraupidae,Diglossa caerulescens,14,15.9,12.51,4.71,NA,7.81,NA,NA,NA,NA,NA,24.36,14.02,NA,NA,14.45
2238,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0840,UDEA,Human observation,IAvH,IAvH,NA,Ana Maria Gutierrez,Field,17-May-14,2014,Undetermined,Adult,Antioquia,Sonson,Complejo de Paramos Sonson (SSN),"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori",3031,5.8116390000000004,-75.268139,Passeriformes,Thraupidae,Diglossa caerulescens,NA,14.93,11.81,4.65,3.46,7.9,NA,66.54,NA,55.77,3.5,21.76,10.76,NA,NA,14.45
2239,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0850,UDEA,Human observation,IAvH,IAvH,NA,Ana Maria Gutierrez,Field,18-May-14,2014,Undetermined,Immature,Antioquia,Sonson,Complejo de Paramos Sonson (SSN),"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori",3031,5.8116390000000004,-75.268139,Passeriformes,Thraupidae,Diglossa caerulescens,NA,16.01,NA,4.48,3.44,8.04,NA,68.74,13.46,60.98,NA,21.24,11.22,NA,NA,14.45
2240,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0811,UDEA,Human observation,IAvH,IAvH,NA,Ana Maria Gutierrez,Field,30-Jun-14,2014,Undetermined,Not registered,Antioquia,Sonson,Complejo de Paramos Sonson (SSN),"Antioquia: Sonson: Vda. Manzanales Arriba, Paramo La Vieja",2893,5.771111,-75.236722,Passeriformes,Thraupidae,Diglossa caerulescens,NA,15.45,12.15,4.39,3.24,8.47,NA,69,11.49,54.43,4.78,19.52,10,NA,NA,14.45
2241,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0806,UDEA,Human observation,IAvH,IAvH,NA,Ana Maria Gutierrez,Field,30-Jun-14,2014,Undetermined,Immature,Antioquia,Sonson,Complejo de Paramos Sonson (SSN),"Antioquia: Sonson: Vda. Manzanales Arriba, Paramo La Vieja",2893,5.771111,-75.236722,Passeriformes,Thraupidae,Diglossa caerulescens,NA,17.4,13.65,4.84,4.3,8.5,NA,64,10.38,55.09,6.03,21.29,14.18,NA,NA,14.45
2242,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0805,UDEA,Human observation,IAvH,IAvH,NA,Ana Maria Gutierrez,Field,30-Jun-14,2014,Undetermined,Not registered,Antioquia,Sonson,Complejo de Paramos Sonson (SSN),"Antioquia: Sonson: Vda. Manzanales Arriba, Paramo La Vieja",2893,5.771111,-75.236722,Passeriformes,Thraupidae,Diglossa caerulescens,18,15.13,11.83,4.46,3.81,9.16,NA,67,11.96,54.5,5.54,20.29,9.1,NA,NA,14.45
2243,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN047:0615,UDEA,Preserved specimen,UDEA,MUA,En proceso de catalogacion,Paola Montoya Valencia,Field,18-Mar-14,2014,Undetermined,Not registered,Antioquia,Abriaqui,Complejo de Paramos Frontino-Urrao (FRU),"Antioquia: Abriaqui: Vda. Corcovado, Paramo Pena",3397,6.511417,-76.036017,Passeriformes,Thraupidae,Diglossa caerulescens,19,16.51,14.53,4.29,2.66,8.32,NA,71,9.43,60.4,NA,19.44,10.08,NA,NA,14.45
2244,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0934,UDEA,Human observation,IAvH,IAvH,NA,Michael Castano Diaz,Field,27-Jul-14,2014,Undetermined,Adult,Antioquia,Sonson,Complejo de Paramos Sonson (SSN),"Antioquia: Sonson: Vda. Chaverras, Paramo Alto de Chaverras",2982,5.696278,-75.2465,Passeriformes,Thraupidae,Diglossa caerulescens,14.66,17.73,12.93,4.68,NA,6.53,NA,70.98,11.16,57.35,7.83,21.2,10.98,NA,NA,14.45
2245,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:2102,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:2102,"Aquiles Gutierrez, Carlos Ordonez, Nixon Guerrero, Daniel Pantoja",Field,29-Apr-15,2015,Undetermined,Adult,Cauca,Santa Rosa,Complejo de Paramos Dona Juana-Chimayoy (DJP),"Cauca: Santa Rosa: El Carmelo, Vda. Los Andes, Sector Las Animas",2978,1.717917,-76.838417,Passeriformes,Thraupidae,Diglossa caerulescens,14.5,13.2,11.4,4.1,3.7,7.8,NA,66,12,51,NA,20.4,11.4,NA,NA,14.45
2246,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN0100:2092,UDENAR,Preserved specimen,IAvH,IAvH,Temp-ABW582,"Aquiles Gutierrez, Carlos Ordonez, Nixon Guerrero, Daniel Pantoja",Field,28-Apr-15,2015,Undetermined,Adult,Cauca,Santa Rosa,Complejo de Paramos Dona Juana-Chimayoy (DJP),"Cauca: Santa Rosa: El Carmelo, Vda. Los Andes, Sector Las Animas",3074,1.707444,-76.696861,Passeriformes,Thraupidae,Diglossa caerulescens,14,16,11,4,3.8,9.4,NA,70,13,54,NA,21.6,13.2,NA,NA,14.45
2247,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:2109,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:2109,"Aquiles Gutierrez, Carlos Ordonez, Nixon Guerrero, Daniel Pantoja",Field,29-Apr-15,2015,Undetermined,Adult,Cauca,Santa Rosa,Complejo de Paramos Dona Juana-Chimayoy (DJP),"Cauca: Santa Rosa: El Carmelo, Vda. Los Andes, Sector Las Animas",2978,1.717917,-76.838417,Passeriformes,Thraupidae,Diglossa caerulescens,16,16.2,11.2,4.5,3.5,7.8,NA,70,13,54,NA,22.8,12,NA,NA,14.45
2248,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0551,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0551,"Ana Rueda, Angelica Moreno",Field,21-May-14,2014,Undetermined,Not registered,Cundinamarca,Cabrera,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Cabrera: Vda. de Hoyerias,3085,3.93235,-74.402833,Passeriformes,Thraupidae,Diglossa caerulescens,16.5,16.01,12.98,3.99,3.7,6.18,3636.2,68,NA,57,0,22.68,10.32,NA,167,14.45
2249,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0662,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0662,"Ana Rueda, Angelica Moreno",Field,16-May-14,2014,Undetermined,Not registered,Cundinamarca,Cabrera,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Cabrera: Vda. de Hoyerias,3348,3.922717,-74.394517,Passeriformes,Thraupidae,Diglossa caerulescens,13.5,14.55,12.72,4.21,3.56,6.87,3783,64,NA,59,0,18.59,10.93,NA,187,14.45
2250,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0482,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0482,"Ana Rueda, Angelica Moreno",Field,17-May-14,2014,Undetermined,Not registered,Cundinamarca,Cabrera,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Cabrera: Vda. de Hoyerias,3255,3.9275,-74.39925,Passeriformes,Thraupidae,Diglossa caerulescens,12.5,15.13,12.37,4.01,3.95,7.51,4203.1,66,NA,60,0,23.17,14.83,NA,200,14.45
2251,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0589,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0589,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,14-Feb-15,2015,Undetermined,Adult,Santander,Onzaga,Complejo de Paramos Guantiva-La Rusia (GLR),Santander: Onzaga: Vda. Chaguaca,3005,6.228489,-72.782981,Passeriformes,Thraupidae,Diglossa caerulescens,12,13.8,12,4.6,4.1,6.9,3408.15,65,NA,53,NA,19.2,7.2,NA,NA,14.45
2252,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0581,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0581,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,20-Nov-14,2014,Undetermined,Adult,Boyaca,Viracacha,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca: Viracacha: Vda. La Isla,3111,5.414175,-73.236303,Passeriformes,Thraupidae,Diglossa caerulescens,12,16,11.7,3.8,3.9,7.1,3437.89,62.5,NA,51.9,NA,24.9,8.2,NA,NA,14.45
2253,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0550,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:GUANTIVALARUISA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_018:0550,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,1-Feb-15,2015,Undetermined,Adult,Boyaca,Tipacoque,Complejo de Paramos Guantiva-La Rusia (GLR),"Boyaca: Tipacoque: Parque Natural Municipal Robledales de Tipacoque, Vda. La Calera",2854,6.398106,-72.721642,Passeriformes,Thraupidae,Diglossa caerulescens,16,18,13.4,4.9,4,6.6,4142.34,65,NA,65,NA,24.4,7.3,NA,NA,14.45
2254,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0965,ANDES,Human observation,IAvH,IAvH,Temp-ABM762,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,12-Jan-15,2015,Undetermined,Not registered,Cundinamarca,Guasca,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina",3250,4.7605,-73.780722,Passeriformes,Thraupidae,Diglossa cyanea,16,15.75,13.39,5.29,4.01,7.97,NA,68,11.86,55.15,5.87,21.91,13.16,NA,NA,17.05
2255,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0977,ANDES,Human observation,IAvH,IAvH,Temp-ABM774,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,14-Jan-15,2015,Undetermined,Not registered,Cundinamarca,Guasca,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina",3000,4.772722,-73.778,Passeriformes,Thraupidae,Diglossa cyanea,17.5,17,14.34,5.5,4.03,7.61,NA,75,12.36,53.86,0,22.71,12.89,NA,NA,17.05
2256,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0791,ANDES,Human observation,IAvH,IAvH,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0791,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,10-Oct-14,2014,Undetermined,Immature,Cundinamarca,Sesquile,Complejo de Paramos Chingaza (CHG),"Cundinamarca: Sesquile: Vda. Chaleche, Fca. Rodamonte",3230,4.970639,-73.785194,Passeriformes,Thraupidae,Diglossa cyanea,16,16,12.61,5,3.12,8.31,NA,NA,13.42,55.87,6.55,22.39,12.59,NA,215,17.05
2257,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0939,ANDES,Human observation,IAvH,IAvH,Temp-ABM736,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,25-Nov-14,2014,Undetermined,Not registered,Cundinamarca,La Calera,Complejo de Paramos Chingaza (CHG),"Cundinamarca: La Calera: Vda. Jerusalen, Hacienda Terraleja",3340,4.648025,-73.935514,Passeriformes,Thraupidae,Diglossa cyanea,18,16.75,12.95,5.07,4.13,7.66,NA,71,13.75,58.7,6.68,21.8,12.25,NA,221,17.05
2258,IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0918,ANDES,Human observation,IAvH,IAvH,Temp-ABM715,"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada",Field,24-Nov-14,2014,Undetermined,Adult,Cundinamarca,La Calera,Complejo de Paramos Chingaza (CHG),"Cundinamarca: La Calera: Vda. Jerusalen, Hacienda Terraleja",3420,4.645506,-73.934044,Passeriformes,Thraupidae,Diglossa cyanea,16.5,15.87,12.71,5.22,3.9,8.25,NA,69,13.31,60.19,2.9,22.76,13.02,NA,222,17.05
2259,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:371,B&S,Human observation,IAvH,IAvH,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:371,"Carolina Montealegre-Talero, Sergio Chaparro-Herrera",Field,5-Feb-15,2015,Undetermined,Not registered,Santander,Gambita,Complejo de Paramos Iguaque-Merchan (IGM),Santander: Gambita: Vda. Chinata,3380,5.835806,-73.197333,Passeriformes,Thraupidae,Diglossa cyanea,17.62,15.24,13.24,5.77,4.07,7.61,NA,67.46,13.08,54.72,6.13,20.59,12.34,NA,NA,17.05
2260,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:346,B&S,Human observation,IAvH,IAvH,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:346,Carolina Montealegre-Talero,Field,13-Apr-15,2015,Undetermined,Adult,Boyaca,Sotaquira,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca: Sotaquira: Vda. Guaguani,3349,5.806639,-73.252417,Passeriformes,Thraupidae,Diglossa cyanea,16.6,12.1,NA,NA,NA,8.4,NA,72,8.7,55,NA,19.2,12.2,NA,183,17.05
2261,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:387,B&S,Human observation,IAvH,IAvH,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:387,"Carolina Montealegre-Talero, Sergio Chaparro-Herrera",Field,6-Feb-15,2015,Undetermined,Adult,Santander,Gambita,Complejo de Paramos Iguaque-Merchan (IGM),Santander: Gambita: Vda. Chinata,3380,5.835806,-73.197333,Passeriformes,Thraupidae,Diglossa cyanea,16.48,14.79,12.6,4.86,3.83,5.92,NA,66.64,9.62,50.21,2.68,19.86,12.1,NA,181,17.05
2262,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:408,B&S,Human observation,IAvH,IAvH,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:408,"Carolina Montealegre-Talero, Sergio Chaparro-Herrera",Field,2-Mar-15,2015,Undetermined,Immature,Boyaca,Arcabuco,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca: Arcabuco: Vda. Rupavita,3067,5.734056,-73.384472,Passeriformes,Thraupidae,Diglossa cyanea,13.96,13.1,NA,4.6,3.4,8.9,NA,69,10,60,4.5,20.6,7.6,NA,185,17.05
2263,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:309,B&S,Human observation,IAvH,IAvH,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:309,Angela Patricia Caguazango-Castro,Field,2-May-15,2015,Undetermined,Immature,Boyaca,Sotaquira,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca: Sotaquira: Vda. Avendanos,3354,5.810778,-73.260306,Passeriformes,Thraupidae,Diglossa cyanea,15.58,12.8,10.45,5.26,3.72,6.19,NA,69,9.5,58.5,4.75,20.18,7.8,NA,184,17.05
2264,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:370,B&S,Human observation,IAvH,IAvH,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:370,"Carolina Montealegre-Talero, Sergio Chaparro-Herrera",Field,5-Feb-15,2015,Undetermined,Not registered,Santander,Gambita,Complejo de Paramos Iguaque-Merchan (IGM),Santander: Gambita: Vda. Chinata,3380,5.835806,-73.197333,Passeriformes,Thraupidae,Diglossa cyanea,17.48,13.96,12.45,5.03,3.69,5.82,NA,66.99,11.63,61.01,3.79,20.96,12.83,NA,198,17.05
2265,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:443,B&S,Human observation,IAvH,IAvH,IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:443,Jeisson Sanabria-Mejia,Field,4-Jun-15,2015,Male,Immature,Boyaca,Sotaquira,Complejo de Paramos Iguaque-Merchan (IGM),Boyaca: Sotaquira: Vda. Avendanos,3043,5.845222,-73.302444,Passeriformes,Thraupidae,Diglossa cyanea,18.8,17.3,14,4.9,3.2,5.7,NA,71,11,58,1.8,22.5,12.4,NA,211,17.05
2266,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1351,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1351,"Jean Wilmar Parra Colorado, Wilmer Antonio Cardona Ocampo",Field,30-Oct-14,2014,Undetermined,Adult,Valle del Cauca,Tulua,Complejo de Paramos Las Hermosas (HMS),"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",3375,3.9765,-75.973194,Passeriformes,Thraupidae,Diglossa cyanea,15.12,19.7,13.52,5.36,3.49,NA,NA,77,7.47,59,30.78,20.51,9.8,NA,NA,17.05
2267,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1464,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1464,Wilmer Antonio Cardona Ocampo,Field,19-Feb-15,2015,Female,Adult,Tolima,Rioblanco,Complejo de Paramos Las Hermosas (HMS),"Tolima: Rioblanco: Herrera, Cuenca Rio Hereje, Vda. las Mercedes, predio el Auxilio",3320,3.315722,-75.993889,Passeriformes,Thraupidae,Diglossa cyanea,15.5,18.18,12.32,5.08,3.44,8.16,NA,72,NA,60,34.12,22.51,10.93,NA,NA,17.05
2268,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1362,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1362,"Jean Wilmar Parra Colorado, Wilmer Antonio Cardona Ocampo",Field,26-Nov-14,2014,Undetermined,Adult,Valle del Cauca,Tulua,Complejo de Paramos Las Hermosas (HMS),"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",3500,3.974528,-75.968222,Passeriformes,Thraupidae,Diglossa cyanea,15.75,16.79,11.21,5.17,3.37,8.89,NA,78,5.52,65,25.94,20.43,13.29,NA,NA,17.05
